name,ageable,alcohol_%,avg_rating_%,color,description,drink_now,keep_2_3_years,n_votes,price,tags,url,year
Ορεινός Ήλιος - Ερυθρός 2016,False,13.0,79,Ερυθρός,"Φρέσκο και ευχάριστο, το κρασί αυτό είναι ένα εύκολο ερυθρό για το τραπέζι, αλλά και για κάθε στιγμή. Πίνεται σκέτο, για όσους αγαπούν το ερυθρό κρασί σε ποτήρι, ακόμα και ελαφρώς δροσερό, μία ζεστή καλοκαιρινή βραδιά. Χαρακτηρίζεται, μεταξύ άλλων, από πολύ καλή σχέση ποιότητας-τιμής.",False,True,19,8.4,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/oreinos-ilios-479.html,2016.0
Vriniotis G,True,17.0,,Ερυθρός,"Σας έχει τύχει να λιγουρεύεστε ένα γλυκό κρασί, περισσότερο από το πιο νόστιμο γλυκό πιάτο? Είναι σίγουρο ότι θα σας συμβεί, μόλις δοκιμάσετε αυτό το μοναδικό γλυκό κρασί από την ερυθρή ποικιλία Βραδυανό. Στο οινοποιείο Βρυνιώτη, εξερευνώντας τις δυνατότητες αυτής της σπάνιας ποικιλίας δημιούργησαν ένα από τα πιο ‘λαχταριστά’ γλυκά ενισχυμένα κρασιά, με έντονη τριανταφυλλένια γεύση.",False,False,,18.8,"['Ήπιος', 'Βραδιανό', 'Γλυκός']",http://www.houseofwine.gr/how/vriniotis-g.html,
Κατσανό Γαβαλά 2016,False,13.0,72,Λευκός,"To terroir της Σαντορίνης είναι παρόν σε όλες τις ποικιλίες του νησιού! Το θαυμάσιο Κατσανό του Γιώργου Γαβαλά, μια πολυετής και επίμονη προσπάθεια του οινοποιού έχει αποδώσει στο ομώνυμο κρασί θαυμάσιο κιτρινο χρώμα, αρώματα μελιού και λεμονιού αλλά και βερύκοκκου, ταιριαστη οξύτητα και μακρά, πολύ ευχάριστη επίγευση.",False,True,9,23.6,"['Ήπιος', 'Κατσανό', 'Ξηρός', 'Γαϊδουριά']",http://www.houseofwine.gr/how/katsano-gavala.html,2016.0
Nostos Grenache 2013,True,14.5,,Ερυθρός,"Πολύπλοκο και πικάντικο ερυθρό κρασί - σπάνιο δείγμα μονοποικιλιακής εμφιάλωσης Grenache Rouge στην Ελλάδα. Τα πληθωρικά αρώματα της ποικιλίας γίνονται ακόμα πιο έντονα με την επιρροή του δρύινου βαρελιού, ενώ οι δυνατές τανίνες αποζητούν κρέας για να… βρουν το ταίρι τους.",False,False,,18.4,"['Ήπιος', 'Ξηρός', 'Grenache Rouge']",http://www.houseofwine.gr/how/nostos-grenache.html,2013.0
Thea Μαντινεία 2016,False,,,Λευκός,"Συνήθως όταν πρόκειται για Μοσχοφίλερο, μιλάμε για αρώματα, φρεσκάδα και οξύτητα. Σε αυτό το Μοσχοφίλερο όμως, μπορούμε να μιλήσουμε και για όγκο και για λιπαρότητα. Πολύ όμορφη προσέγγιση από την Σεμέλη, με καρπό που προέρχεται από έναν αμπελώνα ηλικίας 25 ετών, σε υψόμετρο 650 μέτρων και παραμονή του κρασιού για 6 μήνες με τις λεπτές οινολάσπες του.",True,False,,11.4,"['Ήπιος', 'Ξηρός', 'Μοσχοφίλερο']",http://www.houseofwine.gr/how/thea-mantineia.html,2016.0
Κίκονες Ιππέας 2015,True,14.0,79,Ερυθρός,"Δοσμένο από κομψή και φινετσάτη οπτική γωνία, το χαρμάνι Cabernet Sauvignon και Merlot, κλασικό στην περιοχή του Bordeaux, αναδεικνύει το εξαιρετικό του δέσιμο μέσα από το άγγιγμα της οινολόγου Μελίνας Τάσσου. Ο Ιππέας συναρπάζει με την ισορροπία ποικιλιακού φρούτου και δρυός, την βελούδινη τανική δομή του και την επίμονη επίγευση του.",False,False,17,16.9,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/kikones-ippeas.html,2015.0
Notes Red 2015,False,13.0,82,Ερυθρός,Εύκολο και φιλικό καθημερινό ερυθρό κρασί με μεγάλες δυνατότητες γευστικών συνδυασμών. Η όμορφη οξύτητά του και οι ευγενείς τανίνες του το κάνουν ιδιαίτερα απολαυστικό για κάθε στιγμή.,False,True,6,13.5,"['Μαυροδάφνη', 'Ήπιος', 'Αγιωργίτικο', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/gentilini-red.html,2015.0
Petalos 2014,False,,,Ερυθρός,"Όταν το entry level κρασί του παραγωγού έχει αυτή την ποιότητα τότε σίγουρα μιλάμε για ένα μεγάλο παραγωγό! ΟAlvaro Palacios αφού ‘κατέκτησε’ το Priorat, αποφασίζει να αναδείξει μία ακόμα περιοχή της Ισπανίας και μία ακόμα ποικιλία. Πηγαίνει στο Bierzo και μέσα σε λίγα χρόνια καταφέρνει να χαρακτηριστεί η ποικιλία Mencia ως μία από τις πιο ανερχόμενες παγκοσμίως. Αν σας αρέσουν τα Pinot Noir τότε δοκιμάστε και αυτό! Ένα εξαιρετικά ‘food-friendly’ κρασί, που θα μπορούσε να είναι η ιδανική επιλογή για όλους τους καλοκαιρινούς μήνες.",False,True,,18.2,"['Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/petalos.html,2014.0
Κατώγι Αβέρωφ - Ερυθρός 2013,False,13.0,87,Ερυθρός,"Ίσως το κατ' εξοχήν καθημερινό Ελληνικό ερυθρό κρασί για το Ελληνικό τραπέζι. Ένα ευχάριστο κρασί με κομψή, αρωματική μύτη και ισορροπημένο στόμα.",False,True,22,8.2,"['Cabernet Sauvignon', 'Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/wine/red-wine/katogi-averof-erythros.html,2013.0
Σαββατιανό Γ. Κοκοτός 2016,False,12.5,83,Λευκός,"Το ιστορικό Σαββατιανό, μια πολυφυτεμένη ποικιλία που έχει συνδεθεί με τον Αττικό αμπελώνα, σε μια κλασική της έκφραση από το Κτήμα Κοκοτού, με άμεσο φρουτώδη, χαρακτήρα, ήπια οξύτητα στο στόμα και φυσικά όπως πάντα, value for money που επιτρέπει στο κρασί να βρίσκεται στο καθημερινό μας τραπέζι. Το Σαββατιανό είναι εδώ και διεκδικεί την προσοχή μας με αξιώσεις.",True,False,8,6.2,"['Ήπιος', 'Σαββατιανό', 'Ξηρός']",http://www.houseofwine.gr/how/savvatiano-g-kokotos.html,2016.0
Σαντορίνη Ασύρτικο Grand Reserve  2014,False,14.9,87,Λευκός,Βαρελάτη Σαντορίνη που προορίζεται για μεγάλες ψαροφαγίες στα κάρβουνα. Η υπερώριμη αίσθηση του φρούτου και η έντονη παρουσία του βαρελιού ισορροπούν με την εκρηκτική οξύτητα του κρασιού.,False,True,9,26.5,"['Ήπιος', 'Ξηρός', 'Ασύρτικο']",http://www.houseofwine.gr/how/santorini-grand-reserve-asyrtiko.html,2014.0
Godibile Prosecco Superiore 2016,False,,85,Λευκός,"Τα Prosecco είναι δημοφιλή αφρώδη κρασιά από την Βόρειο Ιταλία με ευχάριστο φρουτώδη χαρακτήρα, ελαφρύ σώμα και παιχνιδιάρικες φυσαλίδες που χαρίζουν δροσιά. Το Godibile είναι ένα τυπικότατο δείγμα αυτών των κρασιών, ιδανικό σαν απεριτίφ ή να συνοδεύσει ελαφριά γεύματα, σε τιμή προσιτή για όλους.",True,False,6,12.0,"['Prosecco', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/godibile-prosecco-superiore.html,2016.0
Chardonnay Cellar Selection 2015,False,5.0,,Λευκός,"Η Νέα Ζηλανδία είναι μια ABC (Anything But Chardonnay) χώρα, με την ποικιλία να ‘πέφτει’ θύμα της ‘φρενίτιδας’ για Νεοζηλανδέζικο Sauvignon. Ωστόσο η Villa Maria ‘παθιασμένη’ με τo Chardonnay, δημιουργεί το πολύπλοκο Cellar Selection, την ποιότητα του οποίου ο κόσμος θα αναζητήσει, όταν βαρεθεί τα απλά-προφανή αρώματα του Sauvignon.",False,False,,16.6,"['Chardonnay', 'Ήπιος', '13', 'Ξηρός']",http://www.houseofwine.gr/how/chardonnay-cellar-selection.html,2015.0
Pinot Noir Molitor - Brauneberger Mandelgraben 2008,False,13.5,,Ερυθρός,"Ένα τυπικό Γερμανικό Pinot Noir που συναρπάζει με τη φινέτσα και την ισορροπία του. Αρωματικό και ευχάριστο στη μύτη, κομψό και ενδιαφέρον στο στόμα, έχει τη δυνατότητα να κλέψει τις εντυπώσεις σε οποιοδήποτε τραπέζι κι αν βρεθεί.",False,True,,35.0,"['Pinot Noir', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/pinot-noir-molitor-brauneberger-mandelgraben.html,2008.0
Pesquera Crianza 2014,True,14.0,,Ερυθρός,"Όμορφο ερυθρό κρασί από την Ισπανία, και συγκεκριμένα από ένα ποιοτικό οινοποιείο της εξαιρετικής ζώνης της Ribera del Duero. Πλούσιο σε αρώματα, νευρώδες και τανικό, συνδυάζοντας τα όμορφα φρουτώδη αρώματα αλλά και τη μεταλλικότητα της ποικιλίας, θα ενθουσιάσει τους φίλους των κρασιών της Ισπανίας τόσο για την απόλαυση που υπόσχεται, όσο και για την πολύ ελκυστική τιμή του.",False,False,,20.7,"['Ήπιος', 'Tempranillo', 'Ξηρός']",http://www.houseofwine.gr/how/pesquera-crianza.html,2014.0
Chassagne Montrachet Benoites 2014,False,,,Λευκός,"Ένα lieu-dit του Chassagne Mοntrachet, δηλαδή ένα ξεχωριστό αμπελοτόπι μέσα στην ονομασία προέλευσης, που είναι αρκετά καλό για να αναγράφεται στην ετικέτα, αλλά όχι τόσο ξεχωριστό ώστε να είναι Premier Cru - αν και έχουμε δοκιμάσει Premier Cru άλλων παραγωγών, που δεν είναι τόσο καλά όσο αυτό. Η κλασική, γήινη έκφραση του Chassagne, με πυκνότητα, πολυπλοκότητα και μεγάλη διάρκεια. Κρατήστε το για 8 χρόνια τουλάχιστον.",False,False,,49.8,"['Ξηρός', 'Chardonnay', 'Ήπιος']",http://www.houseofwine.gr/how/chassagne-montrachet.html,2014.0
Λυραράκης - Κοτσιφάλι 2014,False,13.0,84,Ερυθρός,"Το σχετικά δύσκολο στην μονοποικιλιακή οινοποίηση Κοτσιφάλι μας δίνει εδώ ένα εξαιρετικό και πολυβραβευμένο κρασί με χρώμα κόκκινο με ανταύγιες, αρώματα κόκκινων φρούτων και μαρμελάδας, διακριτικές τανίνες και καλή οξύτητα, πλούσια αλλά ευγενική γεύση και πολύ καλή επίγευση.",True,False,35,5.5,"['Ήπιος', 'Ξηρός', 'Κοτσιφάλι']",http://www.houseofwine.gr/how/lyrarakis-kotsifali.html,2014.0
Little james basket 2016,False,13.0,66,Λευκός,Η χαρά της ζωής σε μια φιάλη. Πώς αλλιώς θα μπορούσε να ήταν ένα κρασί το οποίο επιβλέπει ο βενιαμίν γιος της σπουδαίας οικογένειας Barruol με τη μακρά οινοποιητική παράδοση στη περιοχή του Ροδανού; Ένα κρασί γεμάτο με την ενέργεια και τη φρεσκάδα του Sauvignon Blanc αλλά και την ωριμότητα και το βάθος του Viognier. Κάπως έτσι θα έπρεπε να είναι κάθε entry level κρασί ενός οινοποιείου.,True,False,8,10.7,"['Ήπιος', 'Sauvignon Blanc', 'Ξηρός', 'Viognier']",http://www.houseofwine.gr/how/little-james-basket.html,2016.0
Kokotos Estate 2012,True,13.0,,Ερυθρός,"Το Kokotos Estate αποτελεί την εξέλιξη μιας ιστορικής ετικέτας για τον Αττικό αμπελώνα και η δυναμική επιστροφή του Γιώργου Κοκοτού στην Ελληνική οινική σκηνή, μας υπενθυμίζει πόσο όμορφα το Cabernet Sauvignon προσαρμόστηκε στη περιοχή της Σταμάτας, δίνοντας ένα κρασί με ένταση αρωμάτων, στιβαρό χαρακτήρα και αν κρίνουμε από τον προκάτοχο του, αντοχή στο χρόνο.",False,False,,21.3,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/kokotos-estate.html,2012.0
ΑΝΑΞ 2015,False,14.0,,Λευκός,"Εκλεκτό βαρελάτο λευκό κρασί με φανατικό κοινό και ιδιαίτερα κολακευτικά σχόλια από Έλληνες και ξένους ειδικούς. Πλούσιο, πληθωρικό με καλές ισορροπίες και μεγάλη διάρκεια, είναι κρασί για το τραπέζι και για… έμπειρα ποτήρια.",False,True,,20.7,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/anax-2015.html,2015.0
Ασύρτικο Sur Lies Βρινιώτη 2016,False,13.5,89,Λευκός,"Με μερικούς μήνες ξεκούρασης πάνω στις οινολάσπες, το Ασύρτικο Sur Lie του Κωνσταντίνου Βρυνιώτη κοιτάει κατάματα ακόμα και τα καλύτερα Ασύρτικα από το νησί της Σαντορίνης, προκαλώντας με την ποιότητα του. Μέσα σε ένα μπουκάλι κρασί βρίσκουμε και ορυκτότητα Σαντορίνης και χαρακτήρα Αλσατικού Riesling και απίστευτο value for money.",True,False,16,15.1,"['Ήπιος', 'Ξηρός', 'Ασύρτικο']",http://www.houseofwine.gr/how/asyrtiko-vrinioti.html,2016.0
Coyam 2012,True,14.5,,Ερυθρός,"Ο ορισμός του γεμάτου ερυθρού κρασιού. Πλούσιο και τυπικά νεοκοσμίτικο, το Coyam μας παρουσιάζει τον καλύτερο (οινικό) εαυτό της Χιλής, με ένα κρασί πληθωρικό, πικάντικο, με πλούσιες τανίνες και μεγάλη διάρκεια, που κάνει την κρεατοφαγία που συνοδεύει μία οινο-γαστρονομική απόλαυση.",False,False,,29.8,"['Cabernet Sauvignon', 'Ήπιος', 'Mourverde', 'Ξηρός', 'Carmenere', 'Merlot', 'Syrah']",http://www.houseofwine.gr/how/coyam.html,2012.0
Salto Wild Yeast 2016,False,11.5,74,Λευκός,"Μία εξερεύνηση των δυνατοτήτων του Μοσχοφίλερου και ένα Saltο προς τα εμπρός για τo πως μια γηγενής ποικιλία μπορεί να ειδωθεί μέσα από σύγχρονη ‘ματιά’, αποτελεί η προσπάθεια αυτή του Γιώργου Σκούρα. Ζύμωση με απομονωμένες στο εργαστήριο ‘άγριες’ ζύμες , υπέροχα εκφρασμένος ανθικός, ποικιλιακός χαρακτήρας και πολυπλοκότητα στην οποία η ποικιλία δεν μας έχει συνηθίσει, ανεβάζουν τον πήχη πολύ ψηλά.",True,False,15,11.2,"['Ήπιος', 'Ξηρός', 'Μοσχοφίλερο']",http://www.houseofwine.gr/how/salto-wild-yeast.html,2016.0
Μεθυμναίος Orange 2016,False,5.0,71,Λευκός,"Μία άγνωστη Ελληνική ποικιλία, ένα ιδιαίτερο στυλ κρασιού και αν μέχρι τώρα περιμένατε από το κρασί σας να είναι λευκό, κόκκινο, ή ροζέ ήρθε η ώρα να δοκιμάσετε το πρώτο σας πορτοκαλί σε χρώμα κρασί. Το Χυδηριώτικο της Λέσβου στην πιο extreme οινοποιητικά πορτοκαλί εκδοχή του, είναι ένα κρασί ξεχωριστής ιδιοσυγκρασίας για όσους ψάχνουν να διευρύνουν τους γευστικούς τους ορίζοντες.",False,True,14,13.8,"['Ήπιος', '13', 'Ξηρός', 'Χιδηριώτικο']",http://www.houseofwine.gr/how/methymnaios-orange.html,2016.0
Κτήμα Αβαντίς - Syrah 2014,True,14.0,87,Ερυθρός,"Ένα κρασί-σχολή στο Ελληνικό Syrah. Βαθύχρωμο, γεμάτο και τανικό, με πλούσια και πικάντικη αρωματικότητα. Θα αφήσει τους φίλους των δυνατών ερυθρών κρασιών κάτι παραπάνω από ικανοποιημένους!...",False,False,55,12.1,"['Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/avantis-syrah.html,2014.0
Carta Nevada,False,12.0,,Λευκός,"Ευχάριστο αφρώδες κρασί με χαρακτηριστική αλλά διακριτική γλυκύτητα, καθώς είναι ημίξηρο. Δροσίζει και γλυκαίνει μαζί, και συνοδεύει τυριά ή ελαφριά επιδόρπια με φρούτα.",False,True,,8.4,"['Ημίξηρος', 'Αφρώδης', 'Parellada']",http://www.houseofwine.gr/how/freixenet-carta-nevada.html,
Louis Roederer Brut Vintage Rose 2010,True,12.0,,Ροζέ,"Μεγάλη χρονολογημένη ροζέ Σαμπάνια - σπάνια για τα Ελληνικά δεδομένα. Φτιαγμένη έτσι ώστε να αποδίδει τέλεια την ομορφιά και την κομψότητα του Pinot Noir, παρουσιάζει πολύ ιδιαίτερο βάθος αρωμάτων, σε συνδυασμό με μοναδική φινέτσα. Μια επιλογή για περιστάσεις όπου απαιτείται ΜΟΝΟ το εκλεκτότερο…",False,False,,69.7,"['Pinot Noir', 'Chardonnay', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/louis-roederer-brut-vintage-rose.html,2010.0
Κτήμα Δρυόπη - Reserve 2013,True,14.0,79,Ερυθρός,"Ερυθρός Οίνος Νεμέα ΟΠΑΠ παλαίωσης, με το Αγιωργίτικο να ""φοράει τα καλά του"". Πλούσιο και πολύπλοκο στη μύτη, ευγενικό αλλά και γεμάτο στο στόμα, με μακρά και όμορφη διάρκεια.",False,False,9,17.6,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/ktima-dryopi-reserve.html,2013.0
Μυλωνάς - Μαλαγουζιά 2016,False,5.0,,Λευκός,"Η ποικιλία που έγινε επιτυχία μέσα σε μία νύχτα, στα εδάφη του Αττικού αμπελώνα και υπό τη φροντίδα του Σταμάτη Μυλωνά αποκαλύπτει την υπέροχη αρωματική της διάσταση. Γεμάτη ανθικότητα, και νύξεις από τροπικά φρούτα, ροδάκινο και βότανα αποτελεί ένα από τα πιο μοντέρνα σε στυλ κρασιά του ελληνικού αμπελώνα ιδανικό για τους λάτρεις των αρωματικών λευκών.",True,False,,8.5,"['Ήπιος', 'Ξηρός', 'Μαλαγουζιά', '12']",http://www.houseofwine.gr/how/mylonas-malagouzia.html,2016.0
Κτήμα Βογιατζή - Ροζέ 2016,False,5.0,91,Ροζέ,"Επιστρέφοντας στις ρίζες τους στο Βελβεντό Κοζάνης, σε μια περιοχή με μακρά οινοποιητική παράδοση, ο Γιάννης και ο Νίκος Βογιατζής δημιουργούν ένα μικρό οινοποιείο για την παραγωγή οίνων πολύ υψηλής ποιότητας. Το ροζέ αντανακλά πλήρως την φιλοσοφία τους παντρεύοντας το Ξινόμαυρο με το Μοσχόμαυρο σε μια ξεχωριστή πρόταση γεμάτη φρεσκάδα, τριανταφυλλένια αρώματα και όμορφη επίγευση.",False,True,7,8.7,"['Ήπιος', 'Μοσχάτο Μαύρο', 'Ξηρός', 'Ξινόμαυρο', '12']",http://www.houseofwine.gr/how/ktima-vogiatzi-roze.html,2016.0
Σαντορίνη Cuvee 15 Magnum 2016,False,5.0,,Λευκός,"Ο Χαρίδημος Χατζηδάκης επεμβαίνει στον ελάχιστο δυνατό βαθμό, σε αυτό το κρασί πολύ μικρής παραγωγής, προσπαθώντας να αποτυπώσει όσο γίνεται πιο ξεκάθαρα αυτό που η γη της Σαντορίνης μπορεί να δώσει. Σταφύλια βιολογικής καλλιέργειας, ιθαγενείς ζύμες, φιλοσοφία ελάχιστης παρέμβασης στο οινοποιείο και μια θαυμάσια έκφραση της μοναδικότητας του terroir του νησιού.",True,False,,62.4,"['Ήπιος', 'Ξηρός', 'Ασύρτικο', '14']",http://www.houseofwine.gr/how/santorini-cuvee-15-magnum.html,2016.0
Κανένας - Λευκός 2016,False,12.0,81,Λευκός,Νέα ετικέτα από την οινοποιία Τσάνταλη με όνομα και αισθητική… Ομηρικών διαστάσεων. Πρόκειται για ένα πολύ ευχάριστο λευκό κρασί που συνδυάζεται εύκολα στο τραπέζι και παρουσιάζει πολύ καλή σχέση ποιότητας-τιμής. Αναμένεται να γίνει best-seller της Ελληνικής αγοράς στο σύντομο μέλλον…,True,False,18,10.3,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/kanenas.html,2016.0
Δουλουφάκης - Syrah 2013,True,13.5,,Ερυθρός,"Ένα μαλακό και ευκολόπιοτο κρασί, εκφράζει όμορφα τα ποικιλιακά χαρακτηριστικά του Syrah. Με χρώμα βαθύ κόκκινο, ευχάριστα αρώματα λουλουδιών της νύχτας, πολύ καλή οξύτητα και μια γλυκειά, μακρά επίγευση, θα απογειώσει τα λιπαρά ψητά σας και τα κρέατα στη σούβλα.",False,False,,10.4,"['Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/douloufakis-syrah.html,2013.0
Apocalypsis Μπαραφάκα,True,,,Ερυθρός,"Ο Χρήστος Μπαραφάκας συνεχώς πειραματίζεται και δημιουργεί διαμαντάκια! Εδώ μία εξαιρετική Νεμέα, με καρπό από τα καλύτερα αμπελοτόπια του στην περιοχή, που έχουν επιλεχθεί μετά από μία δεκαετία παρατήρησης και αναζήτησης. Ένα Αγιωργίτικο με απίστευτη κομψότητα, πλούτο και βάθος φρούτου που σίγουρα αξίζει μία θέση στα top κρασιά της περιοχής.",False,False,,13.0,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/apocalypsis-barafaka.html,
Κατώγι Αβέρωφ - Ερυθρός 2013,False,13.0,87,Ερυθρός,"Ίσως το κατ' εξοχήν καθημερινό Ελληνικό ερυθρό κρασί για το Ελληνικό τραπέζι. Ένα ευχάριστο κρασί με κομψή, αρωματική μύτη και ισορροπημένο στόμα.",False,True,22,8.2,"['Cabernet Sauvignon', 'Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/katogi-averof-erythros.html,2013.0
Τομή Ροζέ 2016,False,12.0,95,Ροζέ,"Ο Γιάννης Τρουπής και η ομάδα του μας δίνει, ίσως, το καλύτερο ροζέ κρασί από 100% Μοσχοφίλερο. Μια άκρως γοητευτική εκδοχή αυτής της ερυθρωπής ποικιλίας, με αναπάντεχα γεμάτο σώμα και τριανταφυλλένιο προφίλ, που θα μας κάνει να θέλουμε κι άλλο, κι άλλο, κι άλλο!",True,False,6,11.7,"['Ήπιος', 'Ξηρός', 'Μοσχοφίλερο']",http://www.houseofwine.gr/how/tomi-roze.html,2016.0
Pinot Gris Lorentz 2014,False,,,Λευκός,"Όταν το Pinot Gris, μία από τις 4 ‘ευγενείς’ ποικιλίες της Αλσατίας, βρίσκεται στα χέρια ενός σπουδαίου παραγωγού, που η οικογένεια του κάνει κρασιά από το 1836, δεν μπορεί το αποτέλεσμα να είναι κάτι λιγότερο από εξαιρετικό. Ένα κρασί που σίγουρα κερδίζει από την πρώτη γουλιά με το πικάντικο αλλά και ταυτόχρονα φρουτώδες προφίλ του και την διακριτική γλυκύτητα του.",False,True,,18.2,"['Ήπιος', 'Ξηρός', 'Pinot Gris/Pinot Grigio']",http://www.houseofwine.gr/how/pinot-gris-lorentz.html,2014.0
Cape Mentelle - Shiraz 2011,False,14.0,,Ερυθρός,"Φιλικό Shiraz από την Αυστραλία που θα ικανοποιήσει τους φίλους της συγκεκριμένης σχολής. Σύνθετο και τυπικό, με πιπεράτη αρωματική διάθεση και ευχάριστες τανίνες, γίνεται αχώριστο μέλος κάθε παρέας κρεατοφάγων με… νεοκοσμίτικες τάσεις.",False,True,,31.1,"['Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/cape-mentelle-shiraz.html,2011.0
Sacchetto Prosecco Brut,False,12.0,87,Λευκός,"Περιποιημένο Ιταλικό αφρώδες από την ποικιλία Prosecco. Χαρακτηρίζεται από όμορφα λουλουδάτα αρώματα και καλό αφρισμό που ξεδιψάει. Θα το κεράσετε, θα το πιείτε συνοδεύοντας ελαφριά τυριά ή διάφορα μεζεδάκια, και εκείνο θα σας εξασφαλίσει ώρες ανεμελιάς με καλή παρέα στο σπίτι ή εκτός.",True,False,6,12.2,"['Prosecco', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/prosecco-brut-sparkling.html,
Matassa - Rouge 2005,False,12.5,,Ερυθρός,"Ένα διαφορετικό ερυθρό κρασί που δύσκολα περνάει απαρατήρητο. Αν και πολύ ευχάριστο και φιλικό στο στόμα, έχει σωστή δομή και πολύ καλή ισορροπία τανινών και οξύτητας. Αξίζει να το δοκιμάσετε.",False,True,,44.9,"['Ήπιος', 'Carignan', 'Ξηρός']",http://www.houseofwine.gr/how/matassa-rouge.html,2005.0
Coopers Creek - Riesling 2014,False,13.0,,Λευκός,"Το Coopers Creek - Riesling είναι ένα κρασί γεμάτο με καθαρά αρώματα εσπεριδοειδών, μπαχαρικών και λουλουδιών.",True,False,,16.1,"['Riesling', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/coopers-creek-sauvignon-blanc-2117.html,2014.0
Σιγάλας - Σαντορίνη Βαρέλι 2016,False,13.5,88,Λευκός,Ένα λευκό κρασί φτιαγμένο για το καλοκαιρινό Ελληνικό τραπέζι. Η λεμονάτη μεταλλικότητα του Ασύρτικου αποκτά καπνιστές νότες από το δρύινο βαρέλι και απογειώνει κάθε καλοκαιρινό θαλασσινό έδεσμα που ψήνεται στα κάρβουνα.,False,True,15,24.4,"['Ήπιος', 'Ξηρός', 'Ασύρτικο']",http://www.houseofwine.gr/how/santorini.html,2016.0
Bollinger Special Cuvee Brut,False,12.0,,Λευκός,"Ορισμός της φίνας Σαμπάνιας, από έναν εκ των εκλεκτότερων οίκων της Καμπανίας. Όμορφα, ώριμα αρώματα, εξαιρετική ισορροπία και τέλειος αφρισμός υπόσχονται απόλαυση και εορταστική ατμόσφαιρα.",False,True,,59.7,"['Pinot Noir', 'Chardonnay', 'Pinot Meunier', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/bollinger-special-cuvee.html,
Πόρτο Καρράς - Syrah 2006,True,12.0,63,Ερυθρός,"Από τα πολύ καλά Syrah της Ελληνικής αγοράς. Είναι γεμάτο, πικάντικο και έντονο, και έχει ένα δικό του στυλ που ξεχωρίζει. Μυημένοι και αμύητοι στο Syrah, σπεύσατε!",False,False,6,20.1,"['Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/porto-karras-syrah-2290.html,2006.0
Φρουροί Νεμέα 2014,True,13.5,,Ερυθρός,"Ένα ευχάριστο ερυθρό κρασί από Αγιωργίτικο, που παρουσιάζει όλα τα τυπικά χαρακτηριστικά του ερυθρού της Νεμέας. Είναι φιλικό, εύκολο, με όμορφα αρώματα φρούτων και μπαχαρικών στη μύτη και στο στόμα, στρογγυλές τανίνες και καλή διάρκεια. Μία πολύ αξιόλογη - για την τιμή της - καθημερινή επιλογή για το ποτήρι και το τραπέζι σας.",False,False,,8.0,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/frouroi-nemea.html,2014.0
Μπουτάρης - Αγιωργίτικο (24x187ml) 2013,False,12.5,,Ερυθρός,"Πολύ καλή έκφραση της τυπικής Νεμέας για το καθημερινό τραπέζι: Όμορφο, ρουμπινί χρώμα, πλούσια αρώματα τυπικά του Αγιωργίτικου, ευχάριστη και μακρυά επίγευση. Κιβώτιο με 24 φιάλες των 187ml",False,True,,45.8,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/boutaris-agiorgitiko-24x187ml.html,2013.0
